country,total residential space,electricity residential space,total residential water,electricity residential water,total residential cooking,electricity residential cooking,total residential,Derived heat residential,Thermal uses residential,electricity residential,total services space,electricity services space,total services water,electricity services water,total services cooking,electricity services cooking,total services,electricity services,Derived heat services,Thermal uses services,total road,electricity road,total two-wheel,total passenger cars,electricity passenger cars,total other road passenger,electricity other road passenger,total light duty road freight,electricity light duty road freight,total heavy duty road freight,total rail,electricity rail,total rail passenger,electricity rail passenger,total rail freight,electricity rail freight,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation
AL,2.6572374300723594,0.39926893984998646,0.9489479510369168,0.3781082021994868,0.7427091546404397,0.5673829420676755,6.469166666666666,,,3.5,0.7354708171491151,0.19382281529570705,0.19748554497295803,0.09697567102176173,0.25017759378028537,0.1750626503259943,2.0844444444444448,1.3719444444444444,,,9.269166666666667,0.0,0.12195658606742531,5.457897737894727,0.0,0.4528838461618196,0.0,1.0836429666517795,0.0,2.152785529890916,0.023888888888888887,0.0,0.01878538256425669,0.0,0.005103506324632196,0.0,0.08924829373940031,0.006307261816155241,0.0,0.08924829373940031,0.0,0.006307261816155241,0.0,0.09555555555555555,0.40638888888888886,0.0,0.23777777777777778
AT,43.36155295292092,3.3255779054697934,9.328305894745661,1.8491958350250193,3.5250867443755713,2.401414124892767,65.40945801719224,7.624722222222231,56.27985147027495,17.438966315230527,16.42906029097857,0.41483428467616845,3.4985251349437596,0.1413041682330018,3.4918734567685616,2.1665092108793678,32.550544958878184,11.996404538940908,9.46527777777779,23.864057981502185,87.44279620803499,0.04253783904211746,0.6253554244239878,47.97698657803623,0.017485722348187852,3.13853041000782,0.01891409728794177,5.488651561186804,0.005247060828937434,30.21327223438015,3.353632776583807,2.8400203861148037,2.352259402192632,1.9706004053100845,1.0013733743911748,0.869419980804719,7.585077305926352,0.32575602740696236,0.25383733333333247,7.331239972593019,0.07060723761269952,0.25514878979426286,0.32444457094603196,7.586388762387282,0.03499975782246068,0.14,0.23555555555555555
BA,16.107397728886067,0.5253238480026251,4.43680533382646,0.49748236317961053,1.956427093749302,0.7465138423490416,25.094999999999995,,,4.605,0.1395825844932174,0.5042962522401957,0.025901374924655253,0.25231532923583416,0.019357106285881633,0.4554852757243496,0.1836111111111111,3.5695820461566417,,,11.468333333333332,0.0,0.150891534429552,6.75281746551355,0.0,0.56033331752935,0.0,1.3407439096522331,0.0,2.6635471062086475,0.08,0.08,0.06290918812216194,0.06442568245746548,0.017090811877838053,0.01557431754253452,0.044624146869700156,0.0031536309080776206,0.0,0.044624146869700156,0.0,0.0031536309080776206,0.0,0.04777777777777777,0.06644920952207886,0.08,0.1424532073414501
BE,53.89757504489503,2.0445746974911994,14.831219865783199,2.047550605885832,5.707109776486561,2.1898906919594374,86.23840936716996,0.04638907879611517,74.52977297754423,18.91700991193178,27.49076666511221,5.338290727220672,4.605364079386416,1.344656279307313,4.380027745952825,1.7704612146871408,49.12560040679278,21.41123775318394,0.793056243803366,37.41265321862204,95.30280510467512,0.017933846496096226,0.6634526181302851,55.19791364842073,0.01229931530857784,4.017491777942968,0.0022285301485644613,10.824976965939689,0.0018563261579056158,24.598970094241444,2.0783137612492304,1.5338703922196242,1.6428370888718102,1.2734861653648133,0.43547667237742016,0.26038422685481094,12.740091971784324,2.7524157861582577,0.0,12.740091971784324,0.5285744167748956,2.223841369383362,0.5285744167748956,14.963933341167687,1.9291629879643233,0.007498902347609025,62.57777777777778
BG,12.773712713850308,1.0415219217297689,5.126696817670094,2.512930748056989,2.863124705659203,2.517795178931438,25.202835692874856,3.6139187794530874,20.869295580459795,10.590126220232792,3.0896164148301657,1.0633930300127965,1.5213015823582625,0.8804087324591778,1.6251561095933489,1.330195276706551,10.796245773587904,7.847981699252688,1.1849792328878952,6.5341126224161785,31.72659752017491,0.06917736888983692,0.2793872565062999,20.884517696088842,0.0,2.745128605595607,0.06917736888983692,1.9399897142374365,0.0,5.877574247746727,0.3339939853628249,0.1929987353070535,0.24475374908364586,0.14492108511393115,0.08924023627917904,0.048077650193122386,2.0554858667793,0.023124894497329126,0.06125776160046086,1.994228105178839,0.013470515465215412,0.009654379032113716,0.07472827706567628,2.003882484210953,0.0,0.16,0.9469444444444445
CH,38.80555555555555,3.416666666666667,8.805555555555555,2.361111111111111,2.638888888888889,1.3888888888888888,59.49999999999999,,,17.5,16.194444444444443,0.9166666666666666,2.7777777777777777,0.19444444444444442,0.6666666666666666,0.6666666666666666,34.583333333333336,16.75,,,55.666666666666664,0.0,0.7324193067791073,32.777808944652314,0.0,2.719827467734383,0.0,6.507898064581396,0.0,12.928712882919463,3.083333333333333,3.1111111111111107,2.4246249588749915,2.505443206679213,0.6587083744583415,0.6056679044318979,17.626894602202366,1.2619942866865248,0.8928395260648053,16.73405507613756,0.07938269615741697,1.182611590529108,0.9722222222222222,17.916666666666668,0.4444444444444445,0.04,0.0
CZ,54.488035230102234,2.1633405724365615,10.17213973983501,2.9657845844795507,5.236529866016206,2.886901114950869,75.58774594691816,11.700285649115916,69.94447182469467,14.125079374916801,19.031949959214174,3.934485997881715,3.056299171083243,0.9714718895032247,3.592000967671883,1.8504372182018896,33.277806758132094,14.504838753275418,5.063318105358073,25.959348471213406,65.93802001691519,0.024066768002404305,0.6939983687862118,31.740070818611784,0.0013836346024628872,4.084190264831726,0.022630312846440178,6.4434670773306815,9.62615386460578e-06,22.976293487354763,2.49696238797092,1.4577994774898597,1.959079031791363,1.1250832479166522,0.5378833561795573,0.3327162295732078,3.574388666089204,0.04644466724412941,0.0562171425886477,3.5181715235005564,0.02057852877715661,0.025866138466972804,0.0767956713658043,3.544037661967529,0.035833200149665935,0.17479599564178408,0.0
DE,391.2067282789255,18.816735971546187,87.67474155304625,9.29585005282669,40.37816271873962,15.224514264154479,599.2646584061199,42.59499794347037,520.4255863891165,129.59997888033485,183.49602264838026,4.086831630882187,39.07153368923436,6.296564162430326,48.200652541411316,19.68095154506341,372.18160228461426,133.90489882250424,15.430006407310364,275.5182737300646,614.4223001886766,0.17084451366600467,5.593044033391666,400.20179629950013,0.1286997676443734,19.484179188574803,0.016983578513100936,29.328924994883348,0.01846962275892545,159.81435567232649,15.542772895011758,11.468885491325702,11.144704732275908,7.956116448025183,4.39806816273585,3.5127690433005188,89.242049847675,12.267626283575131,8.467218454206098,80.7748313934689,1.9881557344420766,10.279470549133054,10.455374188648175,91.05430194260197,3.5394436651796126,0.07290087562468581,26.664166666666667
DK,29.554427740053377,0.6300601541871274,7.317555996101931,0.5304967467744146,3.1110118276661085,2.4722760448763843,46.01601676452968,17.253381673869715,40.03426601612324,10.104028913485644,9.771276868202234,0.48300927967020835,1.9296737281479093,0.3957590574689827,2.0909918162616887,1.6937206646105998,21.190636175858526,10.028178114250576,8.007474097807535,14.157503103992202,42.88990905196394,0.010789297508623947,0.2720847918517046,24.00170774543275,0.010000137156675727,4.035851676377351,0.0,5.442608280599375,0.0006962000274026474,9.137656557702767,1.3338706823349653,0.38499898877471145,1.2303540433963016,0.3555409219342546,0.10351663893866378,0.02945806684045686,10.732054248715732,0.4090155853361606,0.5936885813668473,10.138365667348886,0.12897636493772352,0.28003922039843715,0.7226649463045708,10.418404887747323,1.627192706404598,0.4661382379985944,8.55861111111111
EE,7.159079498116359,0.09825897741432597,1.4906807992229039,0.0359050496218585,0.6977700656840591,0.5925673459516021,10.342284596293656,3.469983001300226,9.34771593597561,1.7389568225772798,3.250295837931409,0.984085971568263,0.38188771969426766,0.16603450999618813,0.43186687271740304,0.36467435503634826,5.32028953212658,2.7898352697063764,1.251136638706316,4.073233450579554,8.23061128172211,0.023400339618706193,0.023488550988379705,5.155764852015494,0.005327720647261954,0.9875277595708164,0.0179849407914169,0.679157014162074,5.980219320245456e-05,1.3846731049853473,0.2669409352296454,0.03194576478919101,0.10536187977595234,0.03194576478919101,0.16157905545369305,0.0,0.46543943451258696,0.012338343265190828,0.0,0.46543943451258696,0.004981480175686293,0.007356863089504535,0.004981480175686293,0.47279629760209146,0.10583115831892786,0.35177240477011734,3.7097222222222226
