name,p_nom_max,weight,p_nom,capital_cost,carrier,marginal_cost,p_nom_extendable,bus,efficiency,control,p_nom_opt,type,strength,dE,country,p_nom_min,p_min_pu,p_max_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down
LT5 0 retrofitting moderate residential rural,1312.1710674669669,,0.0,157756.3359634574,retrofitting,0.010440281214227989,True,LT5 0 residential rural heat,1.0,PQ,1312.166796857497,residential rural, retrofitting moderate,0.6774560963137366,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting ambitious residential rural,24.560959537890977,,0.0,166118.19077676605,retrofitting,0.00932158383855589,True,LT5 0 residential rural heat,1.0,PQ,24.55713345413285,residential rural, retrofitting ambitious,0.012680489749236246,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting moderate services rural,432.9698478302734,,0.0,138775.71055936732,retrofitting,0.009640938390305711,True,LT5 0 services rural heat,1.0,PQ,432.96296931003485,services rural, retrofitting moderate,0.6913226345249192,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting ambitious services rural,6.86849859303985,,0.0,146066.98048957,retrofitting,0.009433021072687672,True,LT5 0 services rural heat,1.0,PQ,6.866005826814467,services rural, retrofitting ambitious,0.010966926603240945,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting moderate residential urban decentral,1364.521887400734,,0.0,157756.3359634574,retrofitting,0.010516124197504619,True,LT5 0 residential urban decentral heat,1.0,PQ,1364.51353392226,residential urban decentral, retrofitting moderate,0.6774560963137366,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting ambitious residential urban decentral,25.540851872090027,,0.0,166118.19077676605,retrofitting,0.009546343356198464,True,LT5 0 residential urban decentral heat,1.0,PQ,25.539197600827325,residential urban decentral, retrofitting ambitious,0.012680489749236246,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting moderate services urban decentral,450.24375906218967,,0.0,138775.71055936732,retrofitting,0.010391512807263447,True,LT5 0 services urban decentral heat,1.0,PQ,450.24054055449136,services urban decentral, retrofitting moderate,0.6913226345249192,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting ambitious services urban decentral,7.142526531907366,,0.0,146066.98048957,retrofitting,0.010127188193580399,True,LT5 0 services urban decentral heat,1.0,PQ,7.140573645908169,services urban decentral, retrofitting ambitious,0.010966926603240945,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting moderate urban central,2278.13740659237,,0.0,134526.14859271783,retrofitting,0.009831634073072065,True,LT5 0 urban central heat,1.0,PQ,2123.5092690515485,urban central, retrofitting moderate,0.6813440622758388,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LT5 0 retrofitting ambitious urban central,40.79194717241648,,0.0,141666.29164407737,retrofitting,0.010001821599664751,True,LT5 0 urban central heat,1.0,PQ,0.00019370723033407917,urban central, retrofitting ambitious,0.012200032761047919,LT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting moderate residential rural,66.93894098248856,,0.0,221675.9741005097,retrofitting,0.01093901782136037,True,LU0 0 residential rural heat,1.0,PQ,66.7996244292078,residential rural, retrofitting moderate,0.5296874624502046,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting ambitious residential rural,31.496140726282025,,0.0,251395.23932491214,retrofitting,0.009392854951279943,True,LU0 0 residential rural heat,1.0,PQ,5.078656327507793e-05,residential rural, retrofitting ambitious,0.2492287839247894,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting moderate services rural,45.08791200670331,,0.0,90420.91820006777,retrofitting,0.010051299446625,True,LU0 0 services rural heat,1.0,PQ,45.08719294222663,services rural, retrofitting moderate,0.5512285131297376,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting ambitious services rural,19.44183237365567,,0.0,110977.69285247815,retrofitting,0.009425783049734786,True,LU0 0 services rural heat,1.0,PQ,19.440330337909128,services rural, retrofitting ambitious,0.23768881447103854,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting moderate residential urban decentral,878.356423580029,,0.0,221675.9741005097,retrofitting,0.010197086846793988,True,LU0 0 residential urban decentral heat,1.0,PQ,878.3499962086394,residential urban decentral, retrofitting moderate,0.5296874624502046,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting ambitious residential urban decentral,413.2846608993648,,0.0,251395.2393249121,retrofitting,0.009814350391858531,True,LU0 0 residential urban decentral heat,1.0,PQ,413.26811936888004,residential urban decentral, retrofitting ambitious,0.2492287839247894,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting moderate services urban decentral,591.6325617887995,,0.0,90420.91820006777,retrofitting,0.009607446035488557,True,LU0 0 services urban decentral heat,1.0,PQ,591.6323114608393,services urban decentral, retrofitting moderate,0.5512285131297376,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting ambitious services urban decentral,255.11097278987404,,0.0,110977.69285247815,retrofitting,0.009647080865694777,True,LU0 0 services urban decentral heat,1.0,PQ,255.11032936025177,services urban decentral, retrofitting ambitious,0.23768881447103854,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting moderate urban central,158.26125517068564,,0.0,147263.26176330238,retrofitting,0.009585947449765373,True,LU0 0 urban central heat,1.0,PQ,3.650293079305874e-05,urban central, retrofitting moderate,0.5383544862794789,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LU0 0 retrofitting ambitious urban central,71.57505835763762,,0.0,170476.5370958852,retrofitting,0.00934807734992297,True,LU0 0 urban central heat,1.0,PQ,2.2201704031714752e-05,urban central, retrofitting ambitious,0.24347559818726278,LU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting moderate residential rural,931.8715151219158,,0.0,98254.06789723811,retrofitting,0.009749685480789909,True,LV5 0 residential rural heat,1.0,PQ,931.858919739063,residential rural, retrofitting moderate,0.46935468781788225,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting ambitious residential rural,582.240021535861,,0.0,115809.32913229083,retrofitting,0.010887970367515905,True,LV5 0 residential rural heat,1.0,PQ,582.2400197221623,residential rural, retrofitting ambitious,0.2932561829699114,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting moderate services rural,549.9694075192898,,0.0,71731.33639129734,retrofitting,0.009515084304831889,True,LV5 0 services rural heat,1.0,PQ,549.9678513249042,services rural, retrofitting moderate,0.7074037445182293,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting ambitious services rural,8.112375906530362,,0.0,75578.17604137251,retrofitting,0.009207543922128403,True,LV5 0 services rural heat,1.0,PQ,8.111625096239967,services rural, retrofitting ambitious,0.010434626026026295,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting moderate residential urban decentral,976.6692188239651,,0.0,98254.0678972381,retrofitting,0.0100103420504974,True,LV5 0 residential urban decentral heat,1.0,PQ,976.6663842620213,residential urban decentral, retrofitting moderate,0.46935468781788225,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting ambitious residential urban decentral,610.2299488434104,,0.0,115809.3291322908,retrofitting,0.009648138003933977,True,LV5 0 residential urban decentral heat,1.0,PQ,610.2245851675208,residential urban decentral, retrofitting ambitious,0.2932561829699114,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting moderate services urban decentral,576.4079949891702,,0.0,71731.33639129734,retrofitting,0.010382148300901763,True,LV5 0 services urban decentral heat,1.0,PQ,576.4062714730339,services urban decentral, retrofitting moderate,0.7074037445182293,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting ambitious services urban decentral,8.502360798527887,,0.0,75578.17604137251,retrofitting,0.010534911469342066,True,LV5 0 services urban decentral heat,1.0,PQ,8.501283926252402,services urban decentral, retrofitting ambitious,0.010434626026026295,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting moderate urban central,1306.1012874337964,,0.0,79417.10251853487,retrofitting,0.010204980986881905,True,LV5 0 urban central heat,1.0,PQ,1306.092766524385,urban central, retrofitting moderate,0.4467444276933892,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
LV5 0 retrofitting ambitious urban central,895.0147243277933,,0.0,90934.42526001838,retrofitting,0.010356317069888075,True,LV5 0 urban central heat,1.0,PQ,895.0057874888278,urban central, retrofitting ambitious,0.3061346349199152,LV,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ME0 0 retrofitting moderate residential rural,200.22109094061776,,0.0,46676.6374710268,retrofitting,0.010580357961182986,True,ME0 0 residential rural heat,1.0,PQ,200.2211009870027,residential rural, retrofitting moderate,0.4979173422504479,ME,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ME0 0 retrofitting ambitious residential rural,111.62219367537085,,0.0,53826.82478874627,retrofitting,0.010363469045249396,True,ME0 0 residential rural heat,1.0,PQ,111.62219794856091,residential rural, retrofitting ambitious,0.27758627100623035,ME,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ME0 0 retrofitting moderate services rural,15.07131519593642,,0.0,742234.3417829454,retrofitting,0.010072941601405143,True,ME0 0 services rural heat,1.0,PQ,3.2058216063162195e-06,services rural, retrofitting moderate,0.5936810172740568,ME,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ME0 0 retrofitting ambitious services rural,6.538833015985655,,0.0,907844.6398798206,retrofitting,0.010722388442499902,True,ME0 0 services rural heat,1.0,PQ,1.955880613003879e-06,services rural, retrofitting ambitious,0.2575741391011599,ME,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ME0 0 retrofitting moderate residential urban decentral,193.76257248329142,,0.0,46676.637471026814,retrofitting,0.010938470470495714,True,ME0 0 residential urban decentral heat,1.0,PQ,193.7625586702704,residential urban decentral, retrofitting moderate,0.4979173422504479,ME,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ME0 0 retrofitting ambitious residential urban decentral,108.02160397369228,,0.0,53826.824788746286,retrofitting,0.00914972384873269,True,ME0 0 residential urban decentral heat,1.0,PQ,108.02159903638848,residential urban decentral, retrofitting ambitious,0.27758627100623035,ME,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ME0 0 retrofitting moderate services urban decentral,14.585160780775395,,0.0,742234.3417829456,retrofitting,0.00996747025255487,True,ME0 0 services urban decentral heat,1.0,PQ,2.8465681817884806e-06,services urban decentral, retrofitting moderate,0.5936810172740568,ME,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ME0 0 retrofitting ambitious services urban decentral,6.327910312864217,,0.0,907844.6398798208,retrofitting,0.009565430702296573,True,ME0 0 services urban decentral heat,1.0,PQ,2.11256334700216e-06,services urban decentral, retrofitting ambitious,0.2575741391011599,ME,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
MK0 0 retrofitting moderate residential rural,598.9897955516552,,0.0,421090.69549650094,retrofitting,0.009470399273710454,True,MK0 0 residential rural heat,1.0,PQ,5.8876954725929485e-06,residential rural, retrofitting moderate,0.6478872366674784,MK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
MK0 0 retrofitting ambitious residential rural,224.0385221601022,,0.0,518016.9882016913,retrofitting,0.010430134107242422,True,MK0 0 residential rural heat,1.0,PQ,4.142385791179829e-06,residential rural, retrofitting ambitious,0.2423274989112177,MK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
MK0 0 retrofitting moderate services rural,311.67128172567675,,0.0,266466.0052049195,retrofitting,0.009286222411795896,True,MK0 0 services rural heat,1.0,PQ,1.5490545822276573e-05,services rural, retrofitting moderate,0.6676174120421591,MK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
MK0 0 retrofitting ambitious services rural,105.3726932021664,,0.0,341547.4073873051,retrofitting,0.009686712962755575,True,MK0 0 services rural heat,1.0,PQ,8.334410533799181e-06,services rural, retrofitting ambitious,0.22571423438833677,MK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
MK0 0 retrofitting moderate urban central,324.27398479434225,,0.0,321740.2157891474,retrofitting,0.010235423647459826,True,MK0 0 urban central heat,1.0,PQ,6.540152847652961e-06,urban central, retrofitting moderate,0.6417624376222364,MK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
MK0 0 retrofitting ambitious urban central,126.01450271184383,,0.0,398890.2000644429,retrofitting,0.009127192375645946,True,MK0 0 urban central heat,1.0,PQ,4.768973465306957e-06,urban central, retrofitting ambitious,0.249392113546809,MK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting moderate residential rural,1808.958692382139,,0.0,286517.5195057798,retrofitting,0.010255058810922176,True,NL0 0 residential rural heat,1.0,PQ,1.4830824705781327e-05,residential rural, retrofitting moderate,0.5433304624273532,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting ambitious residential rural,1006.4836842646588,,0.0,316395.94694572175,retrofitting,0.009475139880910833,True,NL0 0 residential rural heat,1.0,PQ,1.1040022908078298e-05,residential rural, retrofitting ambitious,0.3023027822028241,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting moderate services rural,1464.6584822483865,,0.0,144620.947468993,retrofitting,0.009349932570556302,True,NL0 0 services rural heat,1.0,PQ,1464.6513838767726,services rural, retrofitting moderate,0.8579873363646364,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting ambitious services rural,14.260484044437838,,0.0,153167.57417020408,retrofitting,0.010190651019783491,True,NL0 0 services rural heat,1.0,PQ,14.257879419879627,services rural, retrofitting ambitious,0.008353698059205772,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting moderate residential urban decentral,21195.049362395206,,0.0,286517.5195057797,retrofitting,0.009932161740238678,True,NL0 0 residential urban decentral heat,1.0,PQ,0.06390194806169602,residential urban decentral, retrofitting moderate,0.5433304624273532,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting ambitious residential urban decentral,11792.680208934473,,0.0,316395.9469457217,retrofitting,0.009128763859976418,True,NL0 0 residential urban decentral heat,1.0,PQ,0.00013518020211861966,residential urban decentral, retrofitting ambitious,0.3023027822028241,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting moderate services urban decentral,17160.98270294141,,0.0,144620.94746899296,retrofitting,0.010920188530639656,True,NL0 0 services urban decentral heat,1.0,PQ,17160.977191323927,services urban decentral, retrofitting moderate,0.8579873363646364,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting ambitious services urban decentral,167.0859951232425,,0.0,153167.57417020405,retrofitting,0.010677111101227621,True,NL0 0 services urban decentral heat,1.0,PQ,167.08435194018787,services urban decentral, retrofitting ambitious,0.008353698059205772,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting moderate urban central,1316.8293588524525,,0.0,208791.90792538674,retrofitting,0.009171092012003525,True,NL0 0 urban central heat,1.0,PQ,1.0251422769519241e-05,urban central, retrofitting moderate,0.5780701293815105,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NL0 0 retrofitting ambitious urban central,622.6028666535083,,0.0,226582.40162682632,retrofitting,0.010820256191980737,True,NL0 0 urban central heat,1.0,PQ,9.029729010819779e-06,urban central, retrofitting ambitious,0.2733141672914506,NL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting moderate residential rural,1016.8815046793409,,0.0,410384.01792390033,retrofitting,0.010925132621200933,True,NO6 0 residential rural heat,1.0,PQ,8.553618787727342e-06,residential rural, retrofitting moderate,0.5675645564860416,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting ambitious residential rural,20.28592183615079,,0.0,430948.4937573557,retrofitting,0.010406132059512798,True,NO6 0 residential rural heat,1.0,PQ,6.9659434397043505e-06,residential rural, retrofitting ambitious,0.01132243056527621,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting moderate services rural,761.0797132107684,,0.0,454039.25475171604,retrofitting,0.009179819813205939,True,NO6 0 services rural heat,1.0,PQ,6.296842606391695e-06,services rural, retrofitting moderate,0.5935657227050205,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting ambitious services rural,11.874521320174415,,0.0,477914.25738874875,retrofitting,0.00985078990350659,True,NO6 0 services rural heat,1.0,PQ,5.6469441197131456e-06,services rural, retrofitting ambitious,0.00926093378504439,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting moderate residential urban decentral,4133.732557387599,,0.0,410384.0179239003,retrofitting,0.00969508145085736,True,NO6 0 residential urban decentral heat,1.0,PQ,3.3435796258009617e-06,residential urban decentral, retrofitting moderate,0.5675645564860416,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting ambitious residential urban decentral,82.46445152639443,,0.0,430948.4937573557,retrofitting,0.009320600886711845,True,NO6 0 residential urban decentral heat,1.0,PQ,9.363661645538066e-06,residential urban decentral, retrofitting ambitious,0.01132243056527621,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting moderate services urban decentral,3093.8707949641066,,0.0,454039.2547517161,retrofitting,0.010165040552509226,True,NO6 0 services urban decentral heat,1.0,PQ,0.0016562207648005052,services urban decentral, retrofitting moderate,0.5935657227050205,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting ambitious services urban decentral,48.27120481464233,,0.0,477914.2573887489,retrofitting,0.010074862192096275,True,NO6 0 services urban decentral heat,1.0,PQ,7.158507209835598e-06,services urban decentral, retrofitting ambitious,0.00926093378504439,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting moderate urban central,431.6841973358818,,0.0,372960.58218499256,retrofitting,0.010509206322495093,True,NO6 0 urban central heat,1.0,PQ,5.88699842095604e-06,urban central, retrofitting moderate,0.5802170077450742,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
NO6 0 retrofitting ambitious urban central,7.677595892266813,,0.0,392141.68745866226,retrofitting,0.010768341825297158,True,NO6 0 urban central heat,1.0,PQ,5.380727175401863e-06,urban central, retrofitting ambitious,0.010319283732827644,NO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting moderate residential rural,17282.105885632995,,0.0,100461.52332630022,retrofitting,0.009297435866256596,True,PL0 0 residential rural heat,1.0,PQ,17282.10432887451,residential rural, retrofitting moderate,0.5277047554062764,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting ambitious residential rural,9554.111619429546,,0.0,111769.09017767559,retrofitting,0.010170655467824682,True,PL0 0 residential rural heat,1.0,PQ,9554.109585724258,residential rural, retrofitting ambitious,0.29173239468730794,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting moderate services rural,5929.00567578699,,0.0,114051.22987418089,retrofitting,0.009258629534166465,True,PL0 0 services rural heat,1.0,PQ,5929.003327072294,services rural, retrofitting moderate,0.5787350425465518,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting ambitious services rural,2727.58513546108,,0.0,132212.98333362886,retrofitting,0.010499020459221924,True,PL0 0 services rural heat,1.0,PQ,2727.58122139399,services rural, retrofitting ambitious,0.2662417925938114,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting moderate residential urban decentral,17873.372790341757,,0.0,100461.52332630022,retrofitting,0.0100587261031919,True,PL0 0 residential urban decentral heat,1.0,PQ,17873.3724232227,residential urban decentral, retrofitting moderate,0.5277047554062764,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting ambitious residential urban decentral,9880.983242705406,,0.0,111769.09017767558,retrofitting,0.009541542490918892,True,PL0 0 residential urban decentral heat,1.0,PQ,9880.980820096556,residential urban decentral, retrofitting ambitious,0.29173239468730794,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting moderate services urban decentral,6131.852762659519,,0.0,114051.22987418089,retrofitting,0.010045786385297522,True,PL0 0 services urban decentral heat,1.0,PQ,6131.851789217171,services urban decentral, retrofitting moderate,0.5787350425465518,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting ambitious services urban decentral,2820.903092835383,,0.0,132212.98333362892,retrofitting,0.010595099453856177,True,PL0 0 services urban decentral heat,1.0,PQ,2820.9015122143687,services urban decentral, retrofitting ambitious,0.2662417925938114,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting moderate urban central,14625.782856563173,,0.0,89575.05958855098,retrofitting,0.009909447854642482,True,PL0 0 urban central heat,1.0,PQ,14625.771092365609,urban central, retrofitting moderate,0.5470429528776795,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PL0 0 retrofitting ambitious urban central,7505.782959757665,,0.0,101249.6115295231,retrofitting,0.009915801268079215,True,PL0 0 urban central heat,1.0,PQ,6136.651552298204,urban central, retrofitting ambitious,0.28073612976704915,PL,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PT0 0 retrofitting moderate residential rural,888.321969334399,,0.0,622201.7866189341,retrofitting,0.010230544288422022,True,PT0 0 residential rural heat,1.0,PQ,2.9547460811537344e-06,residential rural, retrofitting moderate,0.6981001452523994,PT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PT0 0 retrofitting ambitious residential rural,307.64875543558765,,0.0,844527.1214975866,retrofitting,0.010733815475534186,True,PT0 0 residential rural heat,1.0,PQ,1.9938724943758883e-06,residential rural, retrofitting ambitious,0.24177004314913658,PT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PT0 0 retrofitting moderate services rural,888.1628899879237,,0.0,293330.71858521615,retrofitting,0.010155541791835015,True,PT0 0 services rural heat,1.0,PQ,9.601100993751231e-06,services rural, retrofitting moderate,0.7695601601804007,PT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PT0 0 retrofitting ambitious services rural,197.43763976189132,,0.0,392495.2033943525,retrofitting,0.010999420680246577,True,PT0 0 services rural heat,1.0,PQ,5.644835510247287e-06,services rural, retrofitting ambitious,0.17107238254783114,PT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PT0 0 retrofitting moderate residential urban decentral,1546.1182386966746,,0.0,622201.7866189341,retrofitting,0.009401812715874265,True,PT0 0 residential urban decentral heat,1.0,PQ,3.234924913157083e-06,residential urban decentral, retrofitting moderate,0.6981001452523994,PT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PT0 0 retrofitting ambitious residential urban decentral,535.460529303016,,0.0,844527.1214975865,retrofitting,0.01060434640143089,True,PT0 0 residential urban decentral heat,1.0,PQ,2.117001574409368e-06,residential urban decentral, retrofitting ambitious,0.24177004314913658,PT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PT0 0 retrofitting moderate services urban decentral,1545.8413621952752,,0.0,293330.71858521615,retrofitting,0.010874623510507614,True,PT0 0 services urban decentral heat,1.0,PQ,1.3238478670518996e-05,services urban decentral, retrofitting moderate,0.7695601601804007,PT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
PT0 0 retrofitting ambitious services urban decentral,343.63884534996953,,0.0,392495.2033943526,retrofitting,0.010153543479062336,True,PT0 0 services urban decentral heat,1.0,PQ,6.73691608566049e-06,services urban decentral, retrofitting ambitious,0.17107238254783114,PT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
