name,residential water,residential space,services water,services space
AL0 0,85.77709653130908,0.0005788804072096157,17.10757190168038,0.0001542948281201883
AT0 0,1036.2618931045986,0.00044429910674750265,387.2875860983201,0.00019757061138973227
BA0 0,142.74270360023579,0.00023704526929477207,27.990468279066175,7.49578777305033e-05
BE0 0,1618.032722051155,0.0019731985075605073,493.26814184839384,0.0009532099883227269
BG0 0,553.2858496849199,0.0002087246853762422,158.32154438299838,6.423149627156726e-05
CH0 0,1021.0553018772197,0.0009235933803926439,320.26889903602233,0.0003844344725635908
CZ0 0,1139.723396971683,0.000538223845237567,336.3941258653998,0.00019641328236090732
DE0 0,5754.722569295013,0.0003149471777176846,2433.778205680219,0.00013092617394763411
DE0 1,4414.317324128573,0.00021028210483056613,1866.896130448367,8.741673946107308e-05
DK0 0,494.7979108710682,0.0016911648877370054,127.40709980598879,0.000574526046342785
DK6 0,346.765655571157,0.007300482444969828,89.28979997281323,0.0024801218828390424
EE5 0,184.51324903242383,0.0006804380930512479,40.28220627463382,0.0002358570136454161
ES0 0,4401.9529326810025,7.694013040695858e-05,1541.3650064954077,3.600580657899427e-05
ES3 0,66.13243744533051,0.03278939633752698,23.156591274681386,0.015344421766133518
FI6 0,1001.875770983609,6.772696441699137e-05,285.92670147323287,3.279483635841775e-05
FR0 0,2297.7956090420507,0.00030735516488902045,819.9408799021701,0.00016761332933114202
FR0 1,3946.3873716468374,0.0002566094072103182,1408.2211321188504,0.00013993968872720017
FR0 2,1519.63750957526,0.00034526057141067633,542.2644694028913,0.00018828581867891812
GB2 0,251.24344501809583,0.0031860157492742507,65.43778600352651,0.0009870618746800571
GB4 0,8677.119681650958,0.00020001847210012735,2260.005234421009,6.19676251774549e-05
GR0 0,941.4682996095723,0.0007198132244850923,363.6349316459603,0.0001493179565189139
HR0 0,536.78973695386,0.001183410394597547,106.62910306244513,0.00021988384000999584
HU0 0,999.0399620325608,0.0006159221145392499,305.7558711274639,0.0002363341134595604
IE2 0,734.0177030932241,0.0007186207960055145,197.07519166435654,0.00024402619038670065
IT0 0,7375.74296132058,0.000216731112328019,2150.902609216944,7.831831397062069e-05
IT1 0,199.58374125209005,0.005573250879550828,58.20229800138521,0.0020139291691411085
LT5 0,291.8868128495972,0.0003671405780412658,70.3389861332776,0.00010773469783913058
LU0 0,62.73894607409775,0.018211443018430366,42.02015481592742,0.011994992343453829
LV5 0,274.75447753540055,0.00045436218683749587,67.59171406083526,0.00016288324116287242
ME0 0,61.813997243539994,0.0023855232289262014,0.1392907662594634,3.398076453201818e-06
MK0 0,92.10987324591059,0.002257057189409064,26.24911466982674,0.0010071635351385593
NL0 0,2408.662597593094,0.0013683691282941168,993.1996273997743,0.0006873699039531553
NO6 0,756.5316745880167,7.428625852667775e-05,283.07069053838416,4.1845456853252484e-05
PL0 0,4159.825676606849,9.69567998704066e-05,910.8898040536427,3.351589142342184e-05
PT0 0,775.5648735181746,0.0002237100995876159,270.7045838299195,0.00021363836457945632
RO0 0,1414.531617058659,0.0001252549582943356,254.0257611427662,2.7184561224552894e-05
RS0 0,551.1012543556576,0.000269745211380307,105.50930783923205,7.802113105894435e-05
SE6 0,1426.9591140153886,4.723250128718431e-05,481.6912731325394,2.1958634153905033e-05
SI0 0,337.3545320239504,0.0019174961860487537,60.72134357839767,0.0006825518913680605
SK0 0,436.2732289914086,0.000524056515371845,170.05171908305056,0.0004846392066289598
