country,total residential space,electricity residential space,total residential water,electricity residential water,total residential cooking,electricity residential cooking,total residential,Derived heat residential,Thermal uses residential,electricity residential,total services space,electricity services space,total services water,electricity services water,total services cooking,electricity services cooking,total services,electricity services,Derived heat services,Thermal uses services,total road,electricity road,total two-wheel,total passenger cars,electricity passenger cars,total other road passenger,electricity other road passenger,total light duty road freight,electricity light duty road freight,total heavy duty road freight,total rail,electricity rail,total rail passenger,electricity rail passenger,total rail freight,electricity rail freight,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation
AL,2.8616546448204967,0.372939071553885,0.7514073656142676,0.2771662021621163,0.5552163623755709,0.3905234697350849,5.6875,,,2.5880555555555556,0.7627421353025499,0.21782298305781772,0.14986232985872017,0.08088901949959018,0.1961757122371833,0.14703591482943568,1.8547222222222222,1.1969444444444444,,,8.374722222222223,0.0,0.1080231370050608,4.849900709621786,0.0,0.40377813785977495,0.0,0.9800666073124126,0.0,2.0329536304231883,0.035555555555555556,0.0,0.02712022985287391,0.0,0.008435325702681646,0.0,0.18946552864747285,0.013590026908082684,0.0,0.18946552864747285,0.0,0.013590026908082684,0.0,0.20305555555555554,0.11194444444444444,0.0,0.0
AT,51.627840500255324,4.172770952793532,9.077654183596284,1.9034948730394603,3.3107074766853737,2.129524726839441,73.61155062437098,6.819148356745449,64.0734869256815,18.296144663431477,22.957446347516193,0.7900816711325532,3.392639254221284,0.12617556271085242,3.4228069163853223,1.8172638647042314,38.7879784092298,11.950015129586937,11.721957203535089,30.244023468075042,87.30372077923383,0.018106518383720835,0.558968484687032,49.10097894178808,0.0007630556238461997,3.1338299203329263,0.016897518558213184,5.293203062008555,0.0004459442016614532,29.216740370417256,3.880083927196577,3.2689141640430357,2.512462602531032,2.0850284688184093,1.367621324665545,1.1838856952246264,7.85235057722145,0.3734990723182155,0.37950023179658227,7.472850345424868,0.08628440524781597,0.2872146670703995,0.46578463704439826,7.760065012495267,0.04638941926074711,0.14,0.26166666666666666
BA,4.662574456328046,0.6549349671315516,1.2504260835380654,0.48674395189186936,0.9510247030943235,0.6858157144794954,9.536111111111111,,,4.545,1.4743685906757404,0.23931126905387928,0.24519650212461966,0.08886873936453588,0.2729162168677506,0.16154104071281786,2.8058742768238467,1.3150232815926446,,,6.74416451152016,0.0,0.08699104133621016,3.9056254502908785,0.0,0.32516256845579355,0.0,0.7892477214854361,0.0,1.6371377299518421,0.13611111111111113,0.13611111111111113,0.10381962990553295,0.10721356323105113,0.03229148120557818,0.02889754788005999,0.1256922239855276,0.009015680679720625,0.0,0.1256922239855276,0.0,0.009015680679720625,0.0,0.13470790466524823,0.053647349341521176,0.08,0.0
BE,77.52442906463035,3.073979325399894,14.173966645168115,1.8756456136814403,5.178577409043386,2.054203745895726,109.61538214746436,0.12944422547408027,96.95300484749305,20.276042036836273,37.45029625172209,6.97211280357488,4.32102892259193,1.129863449253097,4.30813545997332,1.263578731240876,58.46218016066466,22.179387960157516,0.8944429313874211,46.997226256228,99.38265070092902,0.002480917442884316,0.7075307637034772,58.02149364788968,0.00026257928932038946,4.534042846942176,0.0022183381535639266,11.531629757526238,0.0,24.587953684867443,2.0547020469684942,1.6641470033710437,1.5539832781099405,1.3364712020946923,0.5007187688585535,0.3276758012763511,13.18624680675968,2.831817231403568,0.0,13.18624680675968,0.6036982331670884,2.2281189982364795,0.6036982331670884,15.414365804996159,1.834997395331349,0.007112785780272598,88.3463888888889
BG,14.013947093035194,1.0076478728620515,4.846784043239899,2.5266071233831706,2.8923253318226885,2.5135214997935345,26.125584114683527,4.122189275738515,21.8577873886599,10.558971229775516,4.312739007284618,1.7464922674955285,1.3868967287950658,0.8125755078623079,1.575288367515125,1.2993695343475486,11.570925212339755,8.17252945646792,1.3341560034617264,7.563749599273949,28.89456192309391,0.005590678619940332,0.22609721792677764,18.781276781495716,0.0,2.7781926917916175,0.005590678619940332,1.6961390596974237,0.0,5.412856172182363,0.5280566271077293,0.2930580963915596,0.354507138265727,0.21202398228921854,0.17354948884200225,0.08103411410234103,2.1003573836687712,0.02603133064300975,0.07477443063608596,2.0255829530326857,0.01637129851943979,0.009660032123569966,0.09114572915552577,2.0352429851562555,0.0,0.16,1.1222222222222222
CH,53.388888888888886,4.416666666666667,8.944444444444445,2.4444444444444446,2.5833333333333335,1.3611111111111112,74.5,,,18.86111111111111,22.22222222222222,1.1111111111111112,2.8055555555555554,0.19444444444444442,0.6666666666666666,0.6944444444444444,40.52777777777778,16.805555555555554,,,55.666666666666664,0.0,0.7180283477333969,32.237225188503956,0.0,2.683907885074095,0.0,6.514489638309975,0.0,13.513015607045237,3.194444444444444,3.194444444444444,2.43658315084414,2.5162366880756895,0.7578612936003042,0.6782077563687547,15.877418474598079,1.1503593031796986,0.8445858322541303,15.032832642343948,0.0720808344125363,1.0782784687671623,0.9166666666666666,16.11111111111111,0.4444444444444445,0.04,0.0
CZ,65.17162469687818,3.1612208423746146,9.983976957471942,2.807988059795406,5.233231583169218,2.8128108378372736,86.08007143418502,14.386980986320475,80.41138305702864,15.028112446561433,23.782777119156016,4.601806210881221,2.9468125425809024,0.987750790399947,3.448991171362881,1.7264709467026444,37.480508214204235,14.80911296994761,6.30552381406417,30.457399433181525,65.02907546671028,0.11497877842423466,0.6663467881841487,33.40711789780191,1.9404363694747224e-05,4.220448554886691,0.11495937406053991,5.292143004897358,0.0,21.443019220940172,2.6237780781108087,1.519772640810777,1.9331470017472465,1.0615316966103208,0.6906310763635621,0.4582409442004562,3.934680485644214,0.05893031530183448,0.1595976395485275,3.7750828460956862,0.03383392739417466,0.02509638790765982,0.19343156694270214,3.8001792340033456,0.04777778491109879,0.18663959624713852,0.0
DE,509.9458663595404,23.852162752169907,89.08078946639061,9.902433932744891,41.51334932862554,15.352366794299378,726.3380562884263,52.467781043216355,641.8100702123712,141.7000130191559,211.987891857679,12.253924820141561,37.67390718448641,5.972265534093423,46.35042633241549,21.136655984121116,399.19069936863445,145.09831918336585,38.01693227145928,300.608714035476,585.1970881904753,0.03299609091429999,5.008397312772222,376.4830960611394,0.013919444612542976,19.79115606671643,0.013560528234999298,28.391434476094442,0.005516118066757718,155.52300427375266,16.380281378888835,12.060838084014277,12.161011886021063,8.77781134020842,4.219269492867769,3.2830267438058574,89.15086508717098,12.40661234867685,9.145275698795956,80.00558938837501,2.2731231602534057,10.133489188423443,11.418398859049361,90.13907857679845,3.229167623097518,0.09601327438193233,32.039722222222224
DK,40.169472853118634,0.7552700848156128,7.372096842033891,0.4628790079154544,3.0055488445082807,2.299807623615201,57.15003836659781,21.288342899824364,50.58731494049171,10.38899772361006,13.64623085387335,1.5088285260827152,1.8982648420623056,0.37436683876935173,2.0734984674866954,1.594049295881432,24.899102968290254,10.835113508212107,9.886671109508965,17.975325735688358,46.76873030012921,0.0,0.26816307786625254,25.08860928004635,0.0,4.037748632683441,0.0,7.234864314357569,0.0,10.139344995175595,1.3172269382836717,0.40389510572142423,1.2041246481837757,0.3697433199956296,0.11310229009989589,0.034151785725794664,9.88862198388352,0.2854556373661823,0.7834930514474011,9.105128932436118,0.1144183222921202,0.17103731507406209,0.8979113737395213,9.276166247510181,1.976948598563801,0.454693893086357,7.991666666666667
EE,8.523417619024029,0.14918805426333473,1.6163360615240328,0.10469058196134591,0.7878090230150774,0.686022163112602,11.952300618489271,4.158911896307854,10.9276767502283,2.023054002609731,2.9544601306064533,0.7659031632911415,0.3528721269657923,0.1654414091027243,0.41869246670208243,0.3565335411190154,4.939449859583101,2.515233476410355,1.496952725701516,3.7347860339939953,7.9396566180623855,0.018932015907060284,0.012913443089824094,4.956136955997919,9.715313244190876e-06,0.8672393136767914,0.018913941499458943,0.5767074037065264,8.359094357148733e-06,1.5266595015913251,0.6533513349462237,0.0658354841502757,0.19447744111474757,0.0658354841502757,0.4588738938314761,0.0,0.4297418608852527,0.012208637755191697,0.0,0.4297418608852527,0.004751832478079103,0.0074568052771125945,0.004751832478079103,0.43719866616236525,0.09389142201845406,0.38573769667776586,2.5244444444444443
