name,residential water,residential space,services water,services space
AL0 0,103.37328666662805,0.000850508740277048,24.15257655800905,0.0002869045423284516
AT0 0,1032.2788746855954,0.0007039136163049971,396.1622539147174,0.000232598225062908
BA0 0,138.52456192875923,0.00031572837786847515,25.62816542803256,8.629157326244537e-05
BE0 0,1684.7724320318237,0.00301939821145447,519.7756593742849,0.0014908105505126062
BG0 0,574.4976437612831,0.00031244600213228526,169.82079171098147,8.202611996389879e-05
CH0 0,1021.0553018772197,0.0013596946927443444,320.26889903602233,0.0005673415721402924
CZ0 0,1174.4527818773363,0.0008195251883452857,345.1535559286137,0.00026518355438508694
DE0 0,3499.4535258087108,0.0008969354912090081,1518.838118859332,0.00037169713800889776
DE0 1,1635.272729549657,0.0008251094079225462,709.7435465433675,0.00034193446342266375
DE0 2,1662.160458294081,0.0015668400216986966,721.4133992919172,0.0006493144699644342
DE0 3,1775.3002384940055,0.000803976773542104,770.51849803367,0.00033317535957173443
DE0 4,1571.855836539403,0.0010165443993791737,682.219250600235,0.00042126165392367636
DK0 0,548.4229179474333,0.002732950526010547,143.4113574187646,0.0009318348577003681
DK6 0,292.73467449320617,0.011794798789626793,76.54945783399019,0.0040216123547108795
EE5 0,172.43664310310106,0.0010532892861200743,42.91623154876392,0.0003880140826871484
ES0 0,2012.9479984087093,0.00020963924639511158,710.4891271813589,0.00010117038005609049
ES0 1,2453.8568862930524,0.0001412872111646964,866.1121095768765,6.818494509845509e-05
ES3 0,63.47782167439732,0.042501546477197394,22.40510045588338,0.020510415413946215
FI6 0,1032.93617818316,9.826073451230681e-05,291.5273353869264,4.985605555098132e-05
FR0 0,1488.8350126404662,0.0005296136910580889,508.8750703664544,0.00025968357965702624
FR0 1,2952.664703339022,0.0007538856201288537,1009.2034684322902,0.0003696530153297009
FR0 2,1730.5653426703543,0.0006679054646911559,591.4970786207505,0.00032748980300925185
FR0 3,1289.278174598145,0.0008998381717462209,440.66771418613854,0.00044122518950282565
FR0 4,998.0687111986294,0.0008457147692564165,341.13402850528496,0.00041467594827635353
GB2 0,247.82184304106855,0.00445944250088902,67.97478324657459,0.001563179948970971
GB4 0,2362.69823497846,0.0004603841605192161,648.0619239568409,0.0001613806049392424
GB4 1,6408.531284809762,0.0006811108674899781,1757.7890619659615,0.00023875624395824918
GR0 0,946.7819710556505,0.0007082769036679387,361.0717927174471,0.0001710884319656965
HR0 0,501.07078269568274,0.0016620986045526964,108.41510450175757,0.0002821266540639823
HU0 0,1034.0827939349433,0.0008737756966643713,304.95921602525124,0.00024258479760337222
IE2 0,743.7667949762287,0.0009303835626362827,193.88637899130717,0.000300514269039887
IT0 0,3042.070677276648,0.0011550679398650314,920.1556904782274,0.00037274579897025314
IT0 1,4155.86966078416,0.0004528058077839369,1257.0540013487678,0.00014612265148636274
IT1 0,188.83623015479756,0.007494221905186848,57.11857158458502,0.0024185139118784475
LT5 0,290.30865246505465,0.0005543316359886533,73.85329447974497,0.00017441691063879456
LU0 0,61.7409418839442,0.027683745055956874,44.24011168368422,0.017024675559441954
LV5 0,267.19691364922244,0.0006962820649463471,70.99668830150462,0.00027834365021743677
ME0 0,53.672338114856345,0.0025670242756825976,3.1162659054995316,0.0001610955147190578
MK0 0,77.74450978896613,0.0023202359058800944,24.603722914121786,0.0011131814820747308
NL0 0,2499.221911116873,0.0019584981890119076,998.158168664137,0.0009541107075270234
NO6 0,634.5093049916346,9.184067739654501e-05,329.33325207427026,6.666122425995939e-05
PL0 0,4231.3330386176585,0.00014349461102616739,963.5985539286821,4.582598751492986e-05
PT0 0,781.3640871034756,0.000292511631541469,265.85003306598867,0.0002520723496564677
RO0 0,1431.0039599499598,0.00017778667712001377,285.37130669705414,3.401684332805827e-05
RS0 0,545.9932411103016,0.00036519351160685387,96.51494063432325,8.703837156410914e-05
SE6 0,1609.2471693333493,7.132791117866722e-05,487.34628092908406,2.9083380606261855e-05
SI0 0,333.56972122999866,0.002557347379138435,58.602297010863076,0.0007848283521383514
SK0 0,450.0002883605196,0.0007195654169126559,180.5320984404735,0.0005464987119795782
