country,total residential space,electricity residential space,total residential water,electricity residential water,total residential cooking,electricity residential cooking,total residential,Derived heat residential,Thermal uses residential,electricity residential,total services space,electricity services space,total services water,electricity services water,total services cooking,electricity services cooking,total services,electricity services,Derived heat services,Thermal uses services,total road,electricity road,total two-wheel,total passenger cars,electricity passenger cars,total other road passenger,electricity other road passenger,total light duty road freight,electricity light duty road freight,total heavy duty road freight,total rail,electricity rail,total rail passenger,electricity rail passenger,total rail freight,electricity rail freight,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation
AL,2.6470704002762733,0.38489886066309237,0.8127581736976417,0.3312950031051529,0.6304308224862573,0.4741806930967919,5.920555555555556,,,3.05,0.6141082356594343,0.21158557140933335,0.1513999245338654,0.08977404519608329,0.21232115068919596,0.16465681611829705,1.8291666666666668,1.3211111111111111,,,8.321944444444444,0.0,0.10932731872149536,4.834988360107556,0.0,0.4046148732926954,0.0,0.981330367260588,0.0,1.9916835250621083,0.035555555555555556,0.0,0.027399570900986735,0.0,0.008155984654568819,0.0,0.22295188257034784,0.015937006318541017,0.0,0.22295188257034784,0.0,0.015937006318541017,0.0,0.23888888888888887,0.21388888888888888,0.0,0.0
AT,48.33113916947858,3.7916876424755106,9.185510105914886,1.9369045328941796,3.4106127830936894,2.3416560056566302,70.38865780443481,7.032495241778693,60.98970631191124,18.122920615501798,18.783441079001616,1.114927179586887,3.3856741672685247,0.12623528480687968,3.4952760666587706,2.147825890419509,34.750972559357216,12.623034745267715,11.264436822870389,26.126358701484914,84.25931474307865,0.027982318587418932,0.6006516121238202,47.50151362923572,0.007016178642489312,3.069957692971739,0.01846690872960153,5.341075984976218,0.002499231215328089,27.746115823771152,3.4116701216901992,2.8850073637603617,2.3748521825779227,1.9842645739192857,1.0368179391122763,0.9007427898410758,8.006264252661042,0.311766382384213,0.29168106961221146,7.714583183048831,0.07690926512822795,0.23485711725598507,0.3685903347404394,7.949440300304816,0.05805517359529106,0.14,0.2361111111111111
BA,4.373998822582717,0.5803629815244223,1.3069455865623552,0.4995373471228517,0.9770147060414606,0.7149850232158912,9.412777777777777,,,4.598888888888888,1.183734712560095,0.20337963119207692,0.236383864704538,0.08629233118773459,0.2743587226903106,0.1582709175883043,2.507257709605426,1.269874352735191,,,5.236931706577801,0.0,0.06879878922887443,3.042618706843844,0.0,0.25462083687833753,0.0,0.6175431894844488,0.0,1.2533501841422954,0.10694444444444444,0.10694444444444444,0.08241277185062416,0.0854278970951997,0.024531672593820275,0.021516547349244745,0.11346181245166771,0.008110456844358741,0.0,0.11346181245166771,0.0,0.008110456844358741,0.0,0.12157226929602645,0.030841342653269245,0.08,0.009395850901344817
BE,64.11301166644347,2.6169906827251928,14.626057858867231,1.9528211396528528,5.531198636417895,2.0620174917412957,96.74768791822001,0.07611092403832252,84.36181440427838,19.848014778344815,31.439336365870478,5.964683298818703,4.490769677719493,1.2676072593719996,4.2565913586505735,1.746266199409299,52.793393052525786,21.945596989128603,0.5205557736366494,41.11204972147922,95.02799360337818,0.008309953807645947,0.6705588255681934,56.321065070444575,0.0043084890686902536,4.1202338625142,0.001984740447055453,11.083218169131419,0.0016772698184066876,22.832917675719788,2.1672348808136546,1.5400128364700905,1.6415262275582119,1.2462367861753745,0.5257086532554429,0.2937760502947162,12.636773571655452,3.1065679034780875,0.0,12.636773571655452,0.6140048457586548,2.4925630577194324,0.6140048457586548,15.129336629374883,1.7399994259250755,0.004755306627657183,70.29444444444445
BG,14.988018645681393,1.1278849659288686,5.034166090264808,2.6150425926315832,2.9020862929849858,2.4908553087072858,27.423061323314275,4.000293822074059,23.032344833111527,10.83808071551684,4.368327504003982,1.597890196575099,1.460837984607299,0.8577699240329216,1.6581760995930075,1.2907314641269285,11.926178690824607,8.203259558939996,1.2736033186594586,7.779965281542798,30.842685141842203,0.006676522069640759,0.2548529010803694,19.7009910559221,0.0,2.7886032407115207,0.006676522069640759,1.9692805410040262,0.0,6.128957403124191,0.49055711154568227,0.23194577800058405,0.3221726018321155,0.16046639853913977,0.16838450971356672,0.07147937946144431,2.0093485200784342,0.021493853706435185,0.07468025047665001,1.9346682696017843,0.014960798600706454,0.00653305510572873,0.08964104907735647,1.9412013247075128,0.0,0.16,0.74
CH,46.69444444444444,3.9722222222222223,8.86111111111111,2.361111111111111,2.5833333333333335,1.3611111111111112,67.61111111111111,,,18.25,19.666666666666664,1.0555555555555556,2.8055555555555554,0.19444444444444442,0.6666666666666666,0.6388888888888888,37.97222222222222,16.75,,,55.666666666666664,0.0,0.7313059405116216,32.34192287344552,0.0,2.706526272834746,0.0,6.564258005908803,0.0,13.32265357396597,3.1111111111111107,3.138888888888889,2.397462453836339,2.5073642524045625,0.7136486572747716,0.6315246364843263,17.329126198087792,1.2542071352455437,0.8669813803934991,16.46214481769429,0.07746306405094534,1.1767440711945985,0.9444444444444444,17.63888888888889,0.4444444444444445,0.04,0.0
CZ,60.92316130990501,2.514027003577208,10.218017830464033,2.928910676101865,5.322543293965169,2.7739980023720157,82.31735521875791,13.607162105840166,76.49754583742074,14.581110766565935,21.060975752500806,4.080289895185656,3.0063310748750736,0.9520601056152921,3.4737559068514914,1.7480811084681553,35.01482891470411,14.422697853460871,5.796688209596483,27.81888562748312,64.02219379234477,0.11519072298888312,0.6876681484842878,31.852252761879264,0.0002452336173581136,3.818486262550299,0.11494548937152502,5.507393223038241,0.0,22.156393396392684,2.5523449690818656,1.5100206296152823,1.9376849164815226,1.067687374547529,0.614660052600343,0.442333255067753,3.6185846089016094,0.05029409847139536,0.10162963397940848,3.5169549749222004,0.022563905608184057,0.02773019286321131,0.12419353958759255,3.544685167785412,0.05972159018417996,0.18600952930377862,0.0
DE,445.93506159741054,21.413292144798156,88.0311247835965,9.536391046457359,41.21659883067801,15.45912849354052,658.5764261591536,39.264455325635424,576.4102228663277,137.00004435035007,187.28770510339803,9.171024775882147,38.35452310507692,6.457587351524902,46.83468254933686,21.45606483089469,374.6923579624311,141.64228922869012,27.627218225681773,277.1723803519603,587.926217556341,0.07400500396925751,5.173057459269446,372.4633678015836,0.04636886841163738,18.701836840145425,0.014273210506554706,28.167091160369438,0.013362925051065429,163.42086429497314,16.1936189002152,11.995836633446762,11.75374745024179,8.414414787407786,4.439871449973411,3.5814218460389764,90.457690224919,12.966497187518875,8.431946155534755,82.02574406938425,2.206537401553771,10.759959785965105,10.638483557088525,92.78570385534935,3.372224004933859,0.07836578826596691,29.315833333333334
DK,33.96491221033663,0.6748435543225653,7.227993340317271,0.46141117251018593,2.945382289218839,2.257125841887274,50.470610975171375,19.18058321030241,44.18451910602492,9.988919408690377,11.773773983503217,0.9898723655072698,1.9166748504737492,0.41830696978131743,2.094649199469498,1.6524427460678037,23.131664549066496,10.476522690662073,8.91046083280764,16.145952460872905,42.837274782436744,0.004493913804788257,0.26748424010591887,23.160529295640533,0.003855580012301206,3.902157880137034,0.0,6.186193544762539,0.0006383337924870514,9.320909821790732,1.3219437606396303,0.38499918050857623,1.2081350866644838,0.35184149967706496,0.11380867397514666,0.03315768083151131,10.058454628088,0.3212156405919411,0.5986664386935767,9.459788189394423,0.11765906611984941,0.20355657447209163,0.7163255048134262,9.663344763866515,1.96972525396178,0.4656195006193697,5.995277777777777
EE,7.94608061575532,0.11656747609752278,1.5560498248259869,0.08874726842374096,0.7565585020689141,0.6621602191305632,11.305488412014784,3.953034086667676,10.258843953475726,1.9560639036659664,2.882869423524734,0.7357008967470372,0.3710875823343044,0.17623583248394983,0.4301097301794986,0.36359030002445547,4.928929018164942,2.5363844366400596,1.316969650148083,3.6931072705341084,8.307185955788173,0.02167428448288284,0.020254679229746168,5.068032542178461,0.00295935270539225,0.8919856197291414,0.018702291152101053,0.613923238732138,1.264062538953457e-05,1.7129898759186868,0.40945158320118086,0.05694788058342611,0.12684451537368072,0.05694788058342611,0.2826070678275001,0.0,0.4314896929384015,0.010454751506043367,0.0,0.4314896929384015,0.004173995098999233,0.006280756407044134,0.004173995098999233,0.4377704493454456,0.046944937543262885,0.3777252122087869,4.621666666666667
